IP Address,marketplace,customer_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,timestamp
214.204.184.60,US,2315654,B00OXL4I96,658033518,"Vehicle Backup Camera/Monitor System - Esky? 100% Waterproof HD 180 Degree Viewing Angle Night Vision Anti-Fog Car Backup Camera + 4.3"" TFT LCD Portable Adjustable Rear View Monitor Screen",Mobile_Electronics,4,0.0,0.0,N,N,Four Stars,"needed a professional to mount besides that very satisfied.  heads up, sensor beeping.  completely silent.",2015-08-19,1439971605.0
214.210.147.70,US,31480268,B00ZLYTRFY,584631244,"Remote for the Bose SoundDock series II , III & 10 (TEN) Direct replacement",Mobile_Electronics,5,2.0,2.0,N,Y,Five Stars,this was a perfect replacement for my original remote my dog chewed.,2015-08-19,1439972336.0
216.221.89.20,US,13534413,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,2,0.0,1.0,N,Y,"Arrived early, works O.K.","just got them today and they work perfectly for charging, it arrived 2 days earlier than had originally been estimated so that was a pleasant surprise. will update when this or the oe charging cable fails with comparisons. update 11/5/16: these cable have actually been failing more frequently on average than oe lightning cables with less use even. i have the original lighting cable that came with my 6 in my work truck and it takes a beating, from being bent up sitting in the cup holder when i use my gps and when i unplug it letting it hit the floor and drag all over the dirt, it still works perfectly. on the other hand, these ixcc cables by my night stand, only charging my phone for short periods before i go to bed, lasts on average about a month and a half or two months. weird considering it doesn't get beat up or dragged around and isn't being constantly used like the other one. definitely still a good price but i can actually justify buying the exorbitantly overpriced apple replacements with longevity in mind.",2015-08-19,1439973921.0
221.237.40.217,US,52697046,B00LZKYCLM,438470276,"Aukey 2.1Amps / 10W Dual Rapid USB AC Charger Adapter with Built-in Cable Management for iPad Series, iphone Series, ipod/iTouch Series, Smartphones, PSP/GPS Series, Digital Camera and most of the USB Charged Devices (White)",Mobile_Electronics,5,1.0,1.0,N,Y,Met my needs and well made.,"well designed, finished and packaged. i wanted a portable fold flat higher amperage unit to fit in laptop case and travel bags. very happy with it.",2015-08-19,1439974568.0
210.223.58.174,US,12320806,B00QMMBXA6,827642739,"Tomtom VIA 1515M Automobile Portable GPS Navigator - Black, Gray",Mobile_Electronics,4,0.0,1.0,N,Y,So far so good,so far so good. this is my second tomtom. they are very easy to use.,2015-08-19,1439975646.0
207.108.218.189,US,41745530,B00NG83IBQ,309954263,uxcell JDM Blue Glass 300mm Wide Convex Clip On Anti-Glare Rear View Mirror,Mobile_Electronics,4,0.0,0.0,N,Y,"right amount of blue tint, for day and night ...","right amount of blue tint, for day and night driving, however a little to wide, and sun visor will hit mirror.",2015-08-19,1439978398.0
199.207.63.118,US,36548461,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,great cord! fits a lifeproof case perfectly(at least the 3 ft does!) would be happy to buy again,2015-08-19,1439978552.0
202.231.98.176,US,13894352,B00VU7PGPQ,973149575,[New Element Series] iXCC MicroUSB cables,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,i use it when i need to charge my ps4 controller and no problems yet,2015-08-19,1439979700.0
194.200.254.73,US,34740951,B001UIVV72,124900031,"iPod USB Travel Home Charger For Nano, Shuffle, 4G, Mini, Photo and U2",Mobile_Electronics,5,0.0,0.0,N,Y,iPod USB Home Charger,"this is working very well.  so glad to find one that will work so well and especially for the price that i paid.  received it very quickly, also.",2015-08-19,1439980102.0
218.23.32.136,US,34340491,B0131NRA9Q,364875917,Pax 2 Hard Plastic Case (Black),Mobile_Electronics,5,0.0,0.0,N,N,Best Case for Pax 2 Available,"i bought one of these for myself and was so impressed, that i bought two more for friends.  there's always that brief lingering smell after the pax is used, and this completely takes that out of the equation.  also, this was made for pax 2 and fits like a glove.  do not buy if you have the original pax.  this was purchased on ebay, but the experience with the seller couldn't have been better.",2015-08-19,1439981793.0
193.98.119.143,US,21541038,B00O0UJDOA,151775951,Generic G1WH 1080P FHD Car DVR Novatek 96650 Chipset AR0330 CMOS,Mobile_Electronics,2,0.0,0.0,N,Y,... wont last / pay for what u get / good picture while it lasts / had to send first ...,price is right / wont last / pay for what u get / good picture while it lasts / had to send first one back,2015-08-19,1439983009.0
192.81.204.17,US,32059236,B00PVXJJVW,301510069,PRECISION POWER E.7 Half-DIN 7-Band Parametric Equalizer with LED Display,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,excelente,2015-08-19,1439985101.0
219.159.245.43,US,21580297,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,3,0.0,0.0,N,Y,"Sounds OK, but I was having trouble pairing my ...","sounds ok, but i was having trouble pairing my phone to receive and make calls. when someone called i could hear them but they couldn't hear me. the sound quality with the music wasn't what i was looking for. i sent this unit back.",2015-08-19,1439985138.0
205.75.136.140,US,47210274,B00WUN8I9A,100763722,"Idroidnation Imp yellow 16gb Mp3 Mp4 Player with 1.8"" LCD Screen Fm Radio, Video, Games",Mobile_Electronics,1,0.0,0.0,N,Y,Could not load music because was not recognized by computer ...,could not load music because was not recognized by computer. tried on numerous computers and none of them would recognize the device no matter what was done.,2015-08-19,1439988249.0
212.248.187.154,US,19649531,B010L2B1M2,787256775,NuoYa001 Full HD 1080P G1WH Car Vehicle Dash Cam DVR Video Recorder NTK96650 + AR0330,Mobile_Electronics,1,0.0,0.0,N,N,Product shown is not the G1WH.,item pictured is not the g1wh. it's the g1w with the chrome front lens cover.  the g1wh (h stands for hidden) has a black lens cover. the g1w has 120 degrees field of view whereas the g1wh has 140.  check with this vendor which one he is actually selling. i've bought enough of them to know the difference.,2015-08-19,1439988984.0
201.233.88.6,US,520400,B0131M7TKM,147428945,Phtronics 16GB MP4/MP3 Player Music 1.81'' Screen MP4 Music/Audio/Media Player with FM Radio-Blue,Mobile_Electronics,1,0.0,0.0,N,N,Very disappoint!!!,"i bought this item primarily to have a radio to listen to while i work and listen to music i like. the item arrived quite quickly which was great however this is the only positive thing i can really say about this. i gave the mp3 player plenty of charge so it would last for around 6hours of constant use. i took the mp3 to work the next day and the device only worked for around two hours as the battery life had depleted. i immediately put this item on charge after use as i thought it might not have charged correctly, however after trying it the next day i powered up the device and straight away it turned itself off after a few moments. i have also noticed that the centre button is not working at all. really disappointed with this item and i would highly recommend to anyone considering this as a purchase to look elsewhere and spend a little bit more cash or find another device as this item is really rubbish and really not worth wasting 20 dollars and now i have an item that no doesn't work.",2015-08-19,1439989471.0
196.15.241.30,US,26347271,B00I6DLIB8,313520251,MSI GTX 750 TI 2GB DDR5 OC 128Bit DVI-D/D-SUB/HDMI N750TI TF 2GD5/OC,Mobile_Electronics,4,0.0,0.0,N,Y,If you have an older computer with a legacy bios ...,"if you have an older computer with a legacy bios this card will no longer be compatible because according to the manufacturer it no longer has dual bios support.  if you want a graphics upgrade, you'll first have to upgrade your mother board.",2015-08-19,1439990757.0
220.141.7.229,US,1112794,B00U7ZIU46,984864838,"DIGITNOW BM001-US Portable Radio Cassette Recorder, Cassette Tape to Mp3 Converter and Radio to Mp3 Recorder with Voice Recording Feature, Used As a walkman",Mobile_Electronics,3,2.0,2.0,N,Y,Three Stars,instructions were poor and i still haven't got it to record my voice,2015-08-19,1439991082.0
207.99.163.16,US,27744462,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,5,0.0,0.0,N,Y,I can't say enough about how great this is,"i can't say enough about how great this is.  amazing sound, easy to pair, easy to use.  worth every penny.",2015-08-19,1439995625.0
215.31.42.204,US,1297040,B010CMYEMU,459642710,ABC® Mini USB Clip MP3 Player LCD Screen Support 32GB Micro SD TF Card FM Radio,Mobile_Electronics,3,1.0,1.0,N,Y,It's nice n small trying to get my music on it,it's nice n small trying to get my music on it..comes with no charger or instructions on what does what.my friends out there this player comes with no charger no instructions n you also need to purchase a micro sd tf. card.or it will not play on a normal sd card...i did my homework they do not..happy buying,2015-08-19,1439997505.0
213.213.27.243,US,1860086,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0.0,0.0,N,Y,In love with these!,really good product!! highly recommend these for anyone.,2015-08-19,1439999758.0
204.63.162.6,US,12887792,B00M49C6MK,91176851,Sentey Ls 4162,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,great sound doesn't take up a lot of space,2015-08-19,1440000673.0
203.176.96.76,US,2575622,B008GQ09JW,324893709,USB SD DVD MP3 FM Car Motorcycl Amplifier 20W+20W Remote Control Digital Display Blue,Mobile_Electronics,5,0.0,0.0,N,Y,Great features and nice sound.,this little jewel is great. be sure that you have a solid 5 amp 12v power supply to hear its potential. i'm using it with a bluetooth receiver and dayton bookshelf speakers in my office and since i covered the annoying led lights with gaff tape i am very pleased with it.,2015-08-19,1440001427.0
196.21.206.153,US,44575314,B001RNL3WI,516037973,Mivizu Shoelace Sensor Pouch for Nike + iPod Sport Kit (Blue),Mobile_Electronics,5,0.0,0.0,N,Y,Love this. I have 3 of them,love this.  i have 3 of them.... one for all my shoes and got my husband one too,2015-08-19,1440004912.0
211.249.233.238,US,19259866,B009CRMABY,71624801,ZHOL® NEW Am-fm Hidden Windshield Antenna Car Radio Truck,Mobile_Electronics,1,0.0,0.0,N,Y,Sent back Did not get any reception from radio could ...,sent back<br />did not get any reception from radio could only get two stations,2015-08-19,1440005353.0
204.163.161.63,US,52831383,B00T9KZX68,520550352,Replacement Remote Control For Sony STR-D360 STR-D360Z STR-K502P STR-KS02 RM-U241 FM Stereo FM-AM AV DTS Receiver,Mobile_Electronics,5,0.0,0.0,N,Y,Great value for genuine OEM Remote,"did not expect oem product, and that is what i got.  works great, fast shipping.  no problems at all.  great price!  very happy.",2015-08-19,1440005926.0
204.208.108.173,US,11940856,B00MFM8AUI,570563566,"Lumsing&reg; Portable NFC Bluetooth Speaker,Rechargeable Battery Powerful Sound Bass System for iPhone iPad MP3 Player Smartphones Laptop",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,"amazing speaker for the price, battery life lasts me a full week before recharges.  update 1: been almost six months and speaker works flawlessly, sounds as great as my coworkers speakers except at a tenth of the price.",2015-08-19,1440006675.0
205.103.5.19,US,47240274,B004A83PE6,683281404,6-Pack Mirror Screen Protector for Apple iPod Touch 4th Gen,Mobile_Electronics,1,0.0,0.0,N,Y,which is a useless and unattractive feature,"didn't notice that these were mirror finish, which is a useless and unattractive feature.  discarded them.",2015-08-19,1440007542.0
211.69.44.212,US,37739826,B00SY5LJTO,218904313,AGPtEK® Car Radio Music MP3 Player Tape Cassette Adapter MP3 to Cassette Converter USB Charger SD MMC Adapter + Remote Control + Earphone,Mobile_Electronics,1,0.0,0.0,N,Y,Poor quality,"didn't work for me, sound quality was poor, unfortunately have to return.",2015-08-19,1440008368.0
205.116.46.105,US,6082632,B00Q2O75U6,229028095,Aizbo Wireless Bluetooth 30pin Audio Music Receiver Adapter for Iphone Ipod Ipad(black),Mobile_Electronics,1,0.0,0.0,N,Y,didn't work,"wanted to use it my i-home i9 so would have control straight from my pad to the speaker. just did not work, with my i-pad or any other bluetooth device. would not buy",2015-08-20,1440012323.0
210.127.134.27,US,43158371,B00KLK8128,190697631,Discount Keyless Replacement 6 Button Automotive Keyless Entry Remote Control Transmitter with Glow in the Dark Button Pad Compatible with GM Vehicles OUC60270,Mobile_Electronics,1,0.0,0.0,N,Y,Really bad material,key chain work great the fir 2 days 3 day it didn't turn on my truck automaticly and it doesn't unlock from far you literally need to me infront of door,2015-08-20,1440012333.0
194.195.217.56,US,45449343,B009CRMABY,71624801,ZHOL® NEW Am-fm Hidden Windshield Antenna Car Radio Truck,Mobile_Electronics,3,0.0,0.0,N,Y,"does the job, but...",easy to install but doesn't get best reception. would recommend in an urban environment,2015-08-20,1440012798.0
210.24.7.178,US,51508383,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,2,0.0,0.0,N,Y,WANTED TO LOVE THESE FOR MY IPHONE BUT....,they lasted 2weeks and 3 days. now there in the trash!! you get what you pay for i guess.,2015-08-20,1440013362.0
212.77.4.150,US,2430654,B00CJZLHN8,869734493,"Apple Ipod Nano 7th Generation, 16GB, Silver",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,my husband love it.,2015-08-20,1440017207.0
201.112.179.78,US,21155796,B00VU7PKZW,595921774,"iXCC Element Series 1ft Micro USB to USB 2.0 Cable, A Male to Micro B Charge and Sync Cable For Android/Samsung/Windows/MP3/Camera and other Device",Mobile_Electronics,5,0.0,0.0,N,N,6 foot cable is a great length for using to charge a PS4 remote,"this cable works great for charging my ps4 remote. i have this cable in the 6 foot length and it gives me enough cable so that i can still use the remote even while i'm charging it. something i can't do with my shorter micro usb cables. the end is a perfect fit too, and not loose at all. works great!<br /><br />sample provided for review",2015-08-20,1440018341.0
206.121.35.61,US,22504911,B00WNGNIKI,824742377,Griffin Mineral Blue/Clear Survivor Slim Protective Case for iPod touch (5th/ 6th gen.) - Mil-Spec Rugged Case Slimmed Down for the Street,Mobile_Electronics,5,0.0,0.0,N,Y,Super,"finally a good looking , protective case for the gd's ipod",2015-08-20,1440018903.0
212.102.174.15,US,19891447,B00UCHR5VI,670692192,ICOM IC-A5 VHF Air Band Transceiver - Hand-held Two-way Aviation Radio,Mobile_Electronics,1,0.0,0.0,N,N,Even Icom apparently thinks it's garbage.,"just got back mine from i com &#34;service&#34;. it has corroded and is &#34;not repairable&#34;, but has never been in rain or water of any kind. in 4 short years it has become junk, and never really had a very strong transmit signal. even icom apparently thinks it's garbage.",2015-08-20,1440019970.0
215.204.74.63,US,36874463,B00QT6RCXC,824169130,E-PRANCE Newest B48 Super HD 1296P Car Dash Camera,Mobile_Electronics,5,2.0,2.0,N,N,Great dash cam with lots of features,[[videoid:88bac80b6ef4f7bc8264f121e325cb74]] i liked the e-prance dash cam so here's a little video review and instruction for it that i put together.,2015-08-20,1440020353.0
193.231.196.179,US,52517756,B007WO5LF6,987522321,EC TECHNOLOGY? New design Backup External Battery Pack and Charger (Power Bank) with flashlight,Mobile_Electronics,2,0.0,0.0,N,Y,SUPER low available charge,"i purchased this with the idea that i could carry it in my purse for emergency power when my cell is out.  i don't carry a big purse, so the size works.  however, there is not much power available for recharging.  basically, it's enough to make a few, short phone calls, but that's it.  so it's more emergency, emergency than i really wanted, not even 1/8th recharge.  the other problem is that the button to turn on the flashlight is raised with no cover, and while in my purse while knocking around with other things, it turns on too easily and power is lost with the flashlight on.  i'm glad it was relatively inexpensive because it's not a huge loss, but i would not have bought it if i had known about these things.",2015-08-20,1440020728.0
211.236.106.153,US,14943157,B00NUQHSJM,678702359,Kingtop Portable Bluetooth Speakers with Unique Wooden Appearance Powerful Sound Speakers for Iphone Ipad Android,Mobile_Electronics,5,0.0,0.0,N,Y,Stylish speaker,"beautiful and functional, a great gift!",2015-08-20,1440023199.0
196.70.142.207,US,22951343,B00QK65EUY,534102412,Goldenseller Black Slim 8gb Mp3/mp4 (Zf-08) Music Video Media Player with Videos | Music | Pictures | Ebooks | Voice Recording + More,Mobile_Electronics,2,1.0,1.0,N,Y,Cheap junk,"it works....sort of.  that's the only good thing i can say about it.  this is a very cheap mp3 player...in every way.  it's programming functions make no sense...you have to fight with it to get it to do what you want it to do.  i am quite tech savvy and it frustrates the heck out of me.  i actually bought it as a gift for my dad.  i thought he might like an mp3 player, but i didn't want to get an expensive one because i wasn't sure how much he would actually use it.  fortunately i opened this one up to load some stuff for him and try it out a bit, but i'm not even sure i'm going to give it to him.  i'm 100% sure he will use it once and never pick it up again.  i would rate this thing as nothing more than a glorified flash drive.  if you want a mp3 player, do yourself a favor, pay 2-3x more and get a halfway decent one.  seriously.",2015-08-20,1440025304.0
209.95.100.216,US,49881410,B00TQYCU0Y,328706129,"Garmin nüvi 65LM 6-Inch GPS Navigators System with Spoken Turn-By-Turn Directions, Preloaded Maps and Speed Limit Displays - Lower 49 U.S. States (Certified Refurbished)",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,easy to use.,2015-08-20,1440027412.0
202.198.222.132,US,13067532,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,this cable very goooood~! i<br />low price high quality,2015-08-20,1440030423.0
199.77.151.150,US,414135,B00YO3UYXW,913911909,Jensen MCR-100 Cassette Player/Recorder 1 Touch Recording with Headphone Jack & Aux Line-in,Mobile_Electronics,3,1.0,5.0,N,Y,Will come in handy for training purposes it was a good price great packaging and comes with a,we have not used it yet. will come in handy for training purposes it was a good price great packaging and comes with a microphone,2015-08-20,1440030579.0
197.229.199.49,US,40658843,B00KW3XNUE,219920841,Magicfly Wireless RF Item Locator Key Finder 1 RF Transmitter and 6 Receivers,Mobile_Electronics,5,1.0,1.0,N,Y,works great,this really works great.  could activate a signal from three floors down in my brownstone.  i had to get rid of them though because my 13 month old daughter managed to get the button battery out and those can be lethal if swallowed.,2015-08-20,1440031694.0
221.188.174.108,US,30472935,B00U7XE03I,947869361,Cambridge SoundWorks OontZ Angle 2 [The PLUS Edition] Ultra Portable Wireless Bluetooth Speaker with Built in Mic up to 15 Hour Playtime works with iPhone iPad tablet Samsung and smart phones (RED),Mobile_Electronics,3,0.0,0.0,N,Y,no instructions,although it says &#34;&#34;instructions at the bottom&#34;&#34; it does not explain how to charge it...it comes with  cables that i do not know what for....it does not say how to charge it!.....very dissapointed..somebody please help!!!,2015-08-20,1440035292.0
211.182.218.73,US,4458818,B007UXNHNM,923851403,"eForCityLeather Case for Barnes and Noble Nook Simple Touch with GlowLight , Black",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,great cover for my nook. protects my reader while leaving all buttons accesible. cant beat the price.,2015-08-20,1440037465.0
200.20.49.128,US,19711512,B00U7XE03I,947869361,Cambridge SoundWorks OontZ Angle 2 [The PLUS Edition] Ultra Portable Wireless Bluetooth Speaker with Built in Mic up to 15 Hour Playtime works with iPhone iPad tablet Samsung and smart phones (RED),Mobile_Electronics,4,0.0,0.0,N,Y,it's a great product and sounds decent,"it could be a bit more powerful, but for the price, it's a great product and sounds decent.",2015-08-20,1440037874.0
204.110.226.71,US,31222274,B00WJHJGP2,29790660,"Tepoinn Car Mount Holder,Windshield Air Vent Dashboard Car Mount Mounting Holder Brackets Kits Window Suction for Smartphone Iphone4 Iphone5 Iphone6 Plus",Mobile_Electronics,5,0.0,0.0,N,Y,Easy to set up,"bought two for an i phone 4s and 5.  easy to set up, works fine.  helpful when using navigation and audio book.",2015-08-20,1440038547.0
214.21.54.7,US,4788827,B00UG5GUWG,947797884,Bem HL2022 Bluetooth Mobile Speaker for Smartphones (Certified Refurbished),Mobile_Electronics,3,1.0,1.0,N,N,3/5,"this speaker can get pretty loud despite its small size and connects to bluetooth quickly.<br />the play/pause button is not very sensitive and when pressed, there is sort of a significant lag between when it is pressed and when it actually pauses. the volume up/down works well with no lag in between.<br />the battery life doesn't last as long as advertised (6 hours), it seems like it needs to be charged after 4 hours.<br />there should be a light or some other type of indicator to notify if this device is on/off. it would be too easy to leave these speakers on and coming back to it later without any batteries left in it",2015-08-20,1440049938.0
207.53.82.222,US,45418309,B00U05MVPM,371469224,Lethal-Eye NPT Adapter 4003 Oil Filter Thread,Mobile_Electronics,4,1.0,1.0,N,Y,Four Stars,"worked great, had to clean up a couple rough edges",2015-08-20,1440050244.0
201.199.153.136,US,42331191,B00TQYCU0Y,328706129,"Garmin nüvi 65LM 6-Inch GPS Navigators System with Spoken Turn-By-Turn Directions, Preloaded Maps and Speed Limit Displays - Lower 49 U.S. States (Certified Refurbished)",Mobile_Electronics,5,19.0,21.0,N,Y,Satisfied,garmin nuvi 65lm has worked well for me. it has been accurate. the voice is clear and has better volume than my old 255. i like the 6 inch screen. i also like the fact that it doesn't tell you that it is recalculating which was really annoying. lifetime maps is a big plus.,2015-08-20,1440050968.0
214.61.202.40,US,28483952,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,5,0.0,1.0,N,N,"Awsome Design, Great Sound!","this speaker is really inexpensive and before i received it, i had my doubts about how good it would work and i was totally wrong! this speaker even works with my 4 year old smartphone, it worked with my samsung galaxy s4 and connects with out laptops and ipad mini super easily.  i am now also linking a iphone 6 and it is so simple from any device.<br /><br />the volume that comes out of this little speaker box is tremendous and i don't say the word tremendous very often but that is exactly what it is! we took this on vacation with us and it didn't take up a whole lot of space, it was the perfect way to listen to music and connect with our different devices.  great for listening to music on the beach on vacation.<br /><br />the rechargeable battery gives about 10 hours of playtime which i think is decent and the usb charger makes it really convenient!<br /><br />i use skype a lot and the speaker is perfect for skype calls which means my whole family can talk to my relatives in the uk without having to sit around a computer.<br /><br />my favorite element of this speaker is the ease of use, it only has a few buttons making it super simple to use!<br /><br />i would recommend this product as a value for the price! i did receive a slight discount for honest feedback.  if you are in the market this product could work well for you!",2015-08-20,1440051224.0
210.183.117.109,US,800534,B008MY1F8W,680240984,INPA K+CAN K+DCAN Car Diagnostic tool Cable OBD USB Interface for BMW R56 E87 E93 E70,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,excellent,2015-08-20,1440051299.0
199.184.187.242,US,50371142,B00XP3P1TY,639058365,"GJT®2.5"" Hd Car LED Ir Vehicle DVR Road Dash Video Camera Recorder Traffic Dashboard Camcorder - LCD 270° Whirl 6 LED Recorder Camera",Mobile_Electronics,1,0.0,0.0,N,Y,Hard camera to configure - Manual is useless,"made in china.  unfortunately the instructions also came from china.<br /><br />not only will you have to deal with the battery suddenly dying, you will also get little surprises, such as discovering the camera never recorded a thing after driving with it turned on for days.  why?  no one knows.<br /><br />then you will have to deal with the so called manual that came with the camera.  if you can figure out some of these phrases, let me know because i have given up on this worthless three page manual:<br /><br />“select 2/5/15 minute to decide how many time will be storage pre one section.”…and<br />“dc5v input, please use the attached care charger. it have adaptor transfers to 5v already”….and<br />“dvr will restart after press reset hole gently by diameter less than 1mm column”…and there is much more.<br /><br />no, these are not typos by me, but rather what you can expect for this worthless manual.<br /><br />to make things worse, the camera is not intuitive whatsoever, so you are on your own to configure the settings.<br /><br />bottom line:  keep away.",2015-08-20,1440053500.0
204.224.235.179,US,11296176,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,1.0,1.0,N,Y,Short length,it is short but so far has been working good for over a few months.,2015-08-20,1440056091.0
215.129.191.169,US,41034160,B00KW3XNUE,219920841,Magicfly Wireless RF Item Locator Key Finder 1 RF Transmitter and 6 Receivers,Mobile_Electronics,2,1.0,2.0,N,Y,Great but poor battery life.,"great device, but battery dies within 3 months",2015-08-20,1440056596.0
222.63.159.187,US,2687770,B00HEF6Y36,602172632,CD-IH202 AppRadio Mode HDMI Interface Adapter Cable Kit for iPhone 5 5S 5C To Pioneer AppRadio 3 SPH-DA210 and SPH-DA110 AppRadio 2 (SPH-DA100) AVH-X8500BT AVIC-F50BT AVIC-F950DAB,Mobile_Electronics,5,0.0,0.0,N,Y,Works great exactly what I expected,exactly what i was expecting high quality works great,2015-08-20,1440059277.0
204.245.221.46,US,12730580,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,1,0.0,0.0,N,Y,One Star,only the white wire will charge my iphone 6,2015-08-20,1440060972.0
222.78.155.210,US,20963589,B00AI5UOJ4,909455682,OontZ Angle Bluetooth Speaker [FIRST GENERATION] Ultra Portable Wireless with Built in Mic up to 10 Hour Playtime works with iPhone iPad tablet Samsung and smart phones - Green Grille,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,good deal!!!,2015-08-20,1440061853.0
217.26.101.195,US,17762999,B00PGMLH68,385077410,"DeLorme BU-353S4 USB GPS Receiver with Street Atlas USA 2015 PLUS, L1, 1575.42 MHz Frequency, SiRF STAR IV GSD4e, 48 Channels, 1.023 MHz Chip Rate",Mobile_Electronics,1,2.0,4.0,N,N,Don't buy it - Here's why...,"if you’re after the short, down and dirty version, here it is…<br />this program is a complete waste of time and energy.<br /><br />now, for the actual review.<br /><br />if you’re after a simple gps or mapping program, others are freely available.  and this program is about as far from “simple” as any software i’ve ever written, reviewed, tested, or even seen.  it’s “ez nav route wizard” is their sad attempt at providing a simpler interface by bypassing most of their &#34;features&#34;, but it’s power is nil.  if you want simple directions from one place to another, that’s their way of giving it to you.  however, i’m baffled by why, if that’s what you’re after, you’re even considering this.  what delorme should have done, instead of wasting time developing a goofy simplistic option like this and sticking it in their ridiculously bulky and inefficient program is spend some time and effort simplifying the entire thing.  imagine the control panel/dashboard of a 777 jetliner, with a seemingly infinite array of stuff, and a button in the middle that says “fly to chicago”.  yeah, nice idea delorme.  why not just make the thing easier to fly?  see, the bottom line is none of us is trying to fly a jetliner, we’re just trying to drive to a few places as quickly, easily and efficiently as possible, and we don’t need the dash of a 777 to do it.<br /><br />if, like many people who were abandoned by microsoft when they stopped producing streets & trips even though it was consistently rated #1, you’re looking for a program that serves as a gps and a routing program, delorme street atlas is not it.  this program has extremely limited power in this regard – so much so that there’s no way to include it in that category.  if you, for instance, have a round trip to plan, where you know your start and end points, and have multiple stops to make but aren’t sure what order to put them in, or lets say you’re a service technician or salesman or a delivery person and you’re trying to maximize your efficiency by adjusting your start and stop times for each day, along with the duration of each of your stops, throwing sticks to the wind and trying to make sense of where they land might be more productive than using delorme sa.  it allows for no start or stop time, and entering a duration for each stop is enough to make you want to hurt people.  as a comparison, in ms s&t, if you want to adjust your start time or a stop’s duration, you simply double click that address in the left pane, which lies in the same window as the place where you entered it.  up pops the time window for that stop.  if you want to do it in delorme  sa, here are the steps…  make sure you’re in the route tab.  then click the advanced button on the bottom left.  then locate (scroll if necessary) the stop you’d like to adjust and click on it in the center pane.  then click the stop pref’s button on the right side.  now you can enter a duration for your stop.  it makes me imagine a microwave where the some of the number buttons are on the left of the microwave, some are in the middle below the door, and the rest of the buttons are on the right side, and they seem to have forgotten to put a &#34;start&#34; button on the thing. and for good measure, let’s remove all the quick setting buttons from the microwave.  you know, the quick minute button and all those – they’re way too useful.<br /><br />my bottom line for this software is you’re probably only looking at it for one of a few reasons, and it just doesn’t do a good job at any of them.  you’re options for a streets and trips replacement are thin for sure, and i’m still looking.  if that’s what you’re in search of, good luck, sa is not it.  if you need a simple gps/mapping program, this is not it.  simple isn’t apparently in this software team’s vocabulary.  and if you’re looking for a routing program of any kind, with any level of efficiency to it atall, this is also not it.<br /><br />this is, hands down, the single worst-written piece of software i’ve laid my eyes on since the windows 3.x days.  i wish 0 stars was an option.  no joke.all, this is also not it.<br /><br />this is, hands down, the single worst-written piece of software i’ve laid my eyes on since the windows 3.x days.  i wish 0 stars was an option.  no joke.",2015-08-20,1440062308.0
